3401	3-2121
9168	2-672D
9169	0-592E
916A	0-552C
916C	0-6246
916E	2-672E
916F	2-672F
9172	1-6C62
9173	2-6730
9174	1-5D44
9175	0-7D23
9176	1-6036
9177	0-7B65
9178	0-5F2B
9179	1-5F31
917A	2-6731
9180	2-6732
9181	2-6733
9182	2-6734
9183	1-6737
9184	2-6735
9185	2-6736
9186	2-6737
9187	0-6275
9189	0-762D
918A	2-6738
918B	0-7533
918D	0-7035
918E	2-6739
9190	1-737C
9191	2-673A
9192	0-6125
9193	2-673B
9194	2-673C
9195	2-673D
9198	2-673E
9199	2-673F
919A	2-6740
919B	2-6741
919C	0-755D
919D	2-6742
919E	1-6843
919F	2-6743
91A0	2-6744
91A1	2-6745
91A2	1-7339
91A3	2-6746
91A5	2-6747
91A7	2-6748
91A8	2-6749
91AA	1-5F3B
91AB	0-6C22
91AC	0-6D7D
91AD	2-674A
91AE	0-7534
91AF	0-7B38
91B0	2-674B
91B1	0-5B23
91B2	1-5C4C
91B3	2-674C
91B4	0-564A
91B5	0-4B59
91B6	2-674D
91B7	2-674E
91B9	2-674F
91BA	2-6750
91BB	2-6751
91BC	2-6752
91BD	2-6753
91BE	2-6754
91C0	0-6554
91C1	1-752A
91C2	2-6755
91C3	1-6567
91C5	1-675A
91C6	2-6756
91C7	0-737A
91C8	2-6757
91C9	0-6B38
91CB	0-6037
91CC	0-576C
91CD	0-716C
91CE	0-652F
91CF	0-5561
91D0	0-576D
91D1	0-5151
91D3	2-6758
91D4	2-6759
91D5	2-675A
91D6	2-675B
91D7	0-6172
91D8	0-6F79
91D9	2-675C
91DA	2-675D
91DB	2-675E
91DC	0-5D3C
91DD	0-765C
91DE	2-675F
91E3	0-7065
91E4	1-636D
91E5	2-6760
91E6	1-5A6B
91E7	0-7444
91E9	2-6761
91EA	0-6969
91EB	2-6762
91EC	2-6763
91ED	1-594A
91EE	2-6764
91EF	2-6765
91F0	2-6766
91F1	2-6767
91F3	2-6768
91F4	2-6769
91F5	0-737B
91F7	2-676A
91F9	2-676B
91FD	2-676C
91FE	2-676D
91FF	1-5B55
9200	2-676E
9201	2-676F
9202	2-6770
9203	2-6771
9204	2-6772
9205	2-6773
9206	2-6774
9207	1-6249
9208	2-6775
9209	2-6776
920A	2-6777
920C	2-6778
920D	0-546F
920E	2-6779
920F	2-677A
9210	0-4C22
9211	0-777E
9212	0-5F3C
9214	1-6F7D
9215	2-677B
9217	0-6B4D
9218	2-677C
9219	2-677D
921A	2-677E
921C	1-7456
921E	0-5037
921F	1-6D34
9220	2-6821
9222	2-6822
9223	2-6823
9224	2-6824
9225	2-6825
9226	2-6826
9227	2-6827
922C	2-6828
922E	2-6829
922F	2-682A
9230	2-682B
9231	2-682C
9233	2-682D
9234	0-5642
9235	1-6177
9236	2-682E
9237	1-5925
9238	1-6142
9239	2-682F
923A	0-682D
923C	2-6830
923D	2-6831
923E	2-6832
923F	0-6F2F
9240	0-4B25
9241	1-6E32
9244	2-6833
9245	0-4B69
9246	2-6834
9248	2-6835
9249	0-7A68
924A	2-6836
924B	1-7240
924C	2-6837
924D	2-6838
924E	1-6426
924F	1-6430
9250	1-6436
9251	2-6839
9252	1-6D5C
9253	2-683A
9254	2-683B
9256	2-683C
9257	0-4C46
925A	2-683D
925B	0-6667
925C	2-683E
925E	0-6A47
9260	2-683F
9261	2-6840
9262	0-5B24
9263	2-6841
9264	0-4F49
9265	0-627C
9266	0-6F7A
9267	2-6842
9269	2-6843
926C	2-6844
926D	2-6845
926E	2-6846
926F	2-6847
9270	2-6848
9271	2-6849
9276	2-684A
9277	1-742A
9278	1-5A3F
9279	2-684B
927A	2-684C
927B	2-684D
927C	1-6179
927D	2-684E
927E	1-6056
927F	2-684F
9280	0-6B5E
9282	2-6850
9283	0-7548
9285	0-545E
9286	2-6851
9287	2-6852
9288	2-6853
928A	2-6854
928B	1-6A6B
928C	2-6855
928D	2-6856
928E	2-6857
9291	0-6055
9292	2-6858
9293	0-6F30
9294	2-6859
9295	1-6F48
9296	0-6247
9297	2-685A
9298	0-592F
9299	1-5957
929A	1-6D35
929B	1-6455
929C	0-7967
929D	2-685B
92A0	2-685C
92A1	2-685D
92A3	2-685E
92A4	2-685F
92A5	2-6860
92A6	2-6861
92A7	2-6862
92A8	2-6863
92A9	2-6864
92AA	2-6865
92AB	2-6866
92AC	2-6867
92AD	2-6868
92B2	2-6869
92B3	0-6765
92B4	2-686A
92B5	2-686B
92B6	0-4F4A
92B7	0-6151
92B8	2-686C
92B9	0-6248
92BB	2-686D
92BC	2-686E
92BE	2-686F
92C0	2-6870
92C1	2-6871
92C2	2-6872
92C3	2-6873
92C5	2-6874
92C6	1-6A2A
92C7	2-6875
92C8	2-6876
92C9	2-6877
92CA	2-6878
92CB	2-6879
92CC	0-6F7B
92CD	2-687A
92CE	2-687B
92CF	0-7A79
92D0	2-687C
92D1	1-6C34
92D2	0-5C72
92D3	2-687D
92D5	2-687E
92D7	1-7355
92D8	2-6921
92D9	2-6922
92DC	2-6923
92DD	2-6924
92DE	2-6925
92DF	1-7128
92E0	2-6926
92E1	2-6927
92E4	0-6027
92E5	1-6C63
92E6	2-6928
92E7	2-6929
92E8	2-692A
92E9	2-692B
92EA	0-7868
92EE	2-692C
92EF	2-692D
92F0	2-692E
92F1	2-692F
92F2	1-6178
92F7	2-6930
92F8	0-4B6A
92F9	1-6E73
92FA	1-6953
92FB	2-6931
92FC	0-4B3C
92FD	1-6D36
92FE	2-6932
92FF	2-6933
9300	2-6934
9301	2-6935
9302	2-6936
9304	0-5662
9306	1-6E74
9307	2-6937
9308	2-6938
9309	2-6939
930B	2-693A
930C	2-693B
930D	2-693C
930E	2-693D
930F	1-662B
9310	0-755E
9312	2-693E
9314	2-693F
9315	1-5936
9316	2-6940
9318	0-755F
9319	1-7076
931A	0-6E36
931B	2-6941
931C	2-6942
931D	2-6943
931E	0-6276
931F	0-534A
9320	0-6F7C
9321	0-5144
9322	0-6F31
9323	1-6F49
9324	0-5145
9325	2-6944
9326	0-505E
9327	1-5967
9328	0-5961
9329	2-6945
932A	1-6C35
932B	0-6038
932C	1-5D5F
932D	2-6946
932E	0-4D51
932F	0-7339
9333	2-6947
9334	2-6948
9335	2-6949
9336	2-694A
9338	2-694B
933A	2-694C
933B	2-694D
9346	2-694E
9347	2-694F
9348	0-674C
9349	1-6568
934A	0-5628
934B	0-4E27
934C	2-6950
934D	0-5435
934E	2-6951
934F	2-6952
9350	2-6953
9351	2-6954
9352	2-6955
9354	0-6448
9355	2-6956
9356	2-6957
9357	1-6C71
9358	2-6958
9359	2-6959
935A	2-695A
935B	0-5334
935C	1-726D
935D	1-693E
935E	2-695B
935F	2-695C
9360	2-695D
9364	1-6373
9365	2-695E
9366	2-695F
9367	2-6960
9369	2-6961
936A	2-6962
936B	1-6F7E
936C	1-7021
936D	2-6963
936E	0-6B39
9370	1-7440
9371	2-6964
9372	2-6965
9373	2-6966
9374	2-6967
9375	0-4B75
9376	2-6968
9377	2-6969
9378	2-696A
9379	2-696B
937A	2-696C
937B	2-696D
937C	0-765D
937E	0-7123
9380	2-696E
9381	2-696F
9382	2-6970
9388	2-6971
9389	2-6972
938A	1-614E
938B	2-6973
938C	0-4C47
938D	2-6974
938F	2-6975
9391	2-6976
9392	2-6977
9393	2-6978
9394	0-694A
9395	2-6979
9396	0-6170
9397	1-6B5A
9398	2-697A
939A	0-7560
939B	1-6134
939D	2-697B
939E	2-697C
939F	1-637C
93A1	1-6B25
93A2	2-697D
93A3	0-7B2F
93A4	1-744A
93A6	2-697E
93A7	0-4B51
93A8	2-6A21
93A9	2-6A22
93AA	2-6A23
93AC	0-7B60
93AD	0-7265
93AF	2-6A24
93B0	0-6C70
93B3	2-6A25
93B4	2-6A26
93B5	2-6A27
93B9	2-6A28
93BB	2-6A29
93C0	2-6A2A
93C1	2-6A2B
93C2	2-6A2C
93C3	0-706C
93C4	2-6A2D
93C5	2-6A2E
93C6	2-6A2F
93C7	1-6444
93C8	1-5E50
93C9	2-6A30
93CA	1-6837
93CB	1-6024
93CC	1-5F7B
93CD	2-6A31
93CE	2-6A32
93CF	2-6A33
93D0	2-6A34
93D1	0-6E6B
93D3	2-6A35
93D5	2-6A36
93D6	1-6838
93D7	1-5771
93D8	1-6B4E
93D9	2-6A37
93DA	2-6A38
93DB	2-6A39
93DC	1-5D2D
93DD	1-6025
93DE	0-694B
93DF	1-6369
93E1	0-4C70
93E2	1-724D
93E4	0-572F
93E6	1-7030
93E7	2-6A3A
93E8	1-6E60
93E9	2-6A3B
93EA	2-6A3C
93F3	2-6A3D
93F4	2-6A3E
93F5	2-6A3F
93F6	0-7321
93F7	2-6A40
93F8	2-6A41
93F9	2-6A42
93FA	2-6A43
93FB	1-5F70
93FC	2-6A44
93FD	2-6A45
93FE	2-6A46
93FF	2-6A47
9400	2-6A48
9401	2-6A49
9402	2-6A4A
9403	1-5C53
9404	0-7C75
9407	2-6A4B
9408	2-6A4C
9409	2-6A4D
940A	2-6A4E
940B	2-6A4F
940C	2-6A50
940D	2-6A51
940E	2-6A52
940F	1-6D6A
9410	1-5F3C
9412	2-6A53
9413	1-5D36
9414	1-657D
9415	2-6A54
9416	2-6A55
9417	2-6A56
9418	0-7124
9419	1-5D72
941A	2-6A57
941B	2-6A58
9420	2-6A59
9421	2-6A5A
9425	0-6056
9427	2-6A5B
9428	2-6A5C
9429	2-6A5D
942A	1-5E72
942B	0-6F32
942E	2-6A5E
942F	2-6A5F
9430	2-6A60
9431	2-6A61
9432	2-6A62
9433	2-6A63
9434	2-6A64
9435	0-7451
9436	1-7441
9437	2-6A65
9438	0-7721
9439	2-6A66
943A	1-5D2E
943B	2-6A67
943C	2-6A68
943D	2-6A69
943F	2-6A6A
9442	1-7470
9444	0-7151
9445	2-6A6B
9446	2-6A6C
9447	2-6A6D
9448	2-6A6E
9449	2-6A6F
944A	1-7436
944B	2-6A70
944C	1-6340
944F	2-6A71
9450	2-6A72
9451	0-4A7C
9452	0-4A7D
9453	2-6A73
9454	2-6A74
9455	1-6E38
945A	2-6A75
945B	0-4E4E
945D	2-6A76
945E	1-5E2B
9460	1-635F
9461	2-6A77
9462	1-5E45
9463	1-724E
9468	2-6A78
946A	1-5E73
946B	2-6A79
946D	2-6A7A
946E	2-6A7B
946F	2-6A7C
9470	1-6675
9471	1-6E61
9472	1-6723
9474	2-6A7D
9475	1-5968
9477	1-645C
947C	1-5D79
947D	0-7348
947E	1-5E25
947F	0-733A
9480	2-6A7E
9481	2-6B21
9482	2-6B22
9483	2-6B23
9577	0-6D7E
9578	2-6B24
957A	2-6B25
957B	2-6B26
957C	2-6B27
957D	2-6B28
9580	0-5A26
9582	2-6B29
9583	0-606C
9584	2-6B2A
9586	2-6B2B
9588	1-7279
9589	0-784D
958A	1-636A
958B	0-4B52
958C	2-6B2C
958D	2-6B2D
958E	1-5A2F
958F	0-6B4E
9590	2-6B2E
9591	0-7958
9592	0-7959
9593	0-4A60
9594	0-5A4A
9598	0-4B26
9599	2-6B2F
959A	2-6B30
959B	2-6B31
959C	2-6B32
959D	2-6B33
959E	2-6B34
959F	1-6330
95A1	2-6B35
95A2	2-6B36
95A3	0-4A48
95A4	0-796E
95A5	0-5B6C
95A6	2-6B37
95A8	0-5031
95A9	1-612C
95AA	2-6B38
95AB	1-5937
95AC	1-5E31
95AD	0-556F
95AE	2-6B39
95B0	2-6B3A
95B1	0-6673
95B4	2-6B3B
95B5	2-6B3C
95B6	1-6E75
95B7	2-6B3D
95B9	1-6738
95BA	2-6B3E
95BB	0-6722
95BC	0-6459
95BD	1-7425
95BE	1-6741
95BF	2-6B3F
95C0	2-6B40
95C3	1-5831
95C4	2-6B41
95C5	2-6B42
95C6	2-6B43
95C7	0-6461
95C8	1-6962
95C9	2-6B44
95CA	0-7C44
95CB	1-5840
95CC	1-5E26
95CD	1-5D45
95CF	2-6B45
95D0	2-6B46
95D1	2-6B47
95D2	2-6B48
95D3	1-576E
95D4	0-796F
95D5	0-4F74
95D6	0-7766
95DA	1-5B44
95DB	2-6B49
95DC	0-4E3C
95DE	1-7324
95DF	2-6B4A
95E0	1-5B33
95E1	0-7445
95E2	0-5C23
95E3	2-6B4B
95E4	2-6B4C
95E5	1-5C6F
961C	0-5D3D
961D	2-6B4D
961E	2-6B4E
9620	2-6B4F
9621	0-7446
9622	2-6B50
9623	2-6B51
9624	1-7077
9627	2-6B52
9628	1-666B
962A	0-7821
962B	2-6B53
962C	2-6B54
962D	2-6B55
962E	0-6856
962F	1-6E27
9630	2-6B56
9631	2-6B57
9632	0-5B41
9637	2-6B58
9638	2-6B59
9639	2-6B5A
963A	2-6B5B
963B	0-7066
963C	2-6B5C
963D	2-6B5D
963F	0-6439
9640	0-766D
9641	2-6B5E
9642	0-792E
9643	2-6B5F
9644	0-5D3E
964A	2-6B60
964B	0-5730
964C	0-5868
964D	0-4B3D
964E	2-6B61
964F	2-6B62
9650	0-795A
9651	2-6B63
9652	2-6B64
9653	2-6B65
9654	2-6B66
9655	2-6B67
9656	2-6B68
9657	2-6B69
9658	1-7364
965B	0-784E
965C	0-7970
965D	0-606D
965E	0-6333
965F	0-7433
9661	1-5D67
9662	0-6A42
9663	0-7266
9664	0-7036
966A	0-5B56
966B	2-6B6A
966C	1-704C
966D	2-6B6B
966E	2-6B6C
966F	2-6B6D
9670	0-6B64
9671	2-6B6E
9672	1-653B
9673	0-7267
9674	1-6331
9675	0-5755
9676	0-5436
9677	0-7968
9678	0-5741
967A	2-6B6F
967B	2-6B70
967C	1-6B6C
967D	0-6555
967E	2-6B71
967F	2-6B72
9680	2-6B73
9681	2-6B74
9682	2-6B75
9683	2-6B76
9684	1-6C72
9685	0-696A
9686	0-574C
9687	2-6B77
9688	2-6B78
9689	2-6B79
968A	0-5369
968B	0-6249
968C	2-6B7A
968D	0-7C5B
968E	0-4D2D
968F	2-6B7B
9691	1-5C25
9693	2-6B7C
9694	0-4C30
9695	0-6A22
9696	2-6B7D
9697	1-686F
9698	0-6476
9699	0-5040
969B	0-7037
969C	0-6E21
969D	2-6B7E
969E	2-6C21
96A2	2-6C22
96A3	0-5776
96A4	1-7161
96A5	2-6C23
96A7	0-624A
96A8	0-624B
96A9	1-6839
96AA	0-7A4F
96AC	2-6C24
96AE	2-6C25
96AF	2-6C26
96B0	1-6556
96B1	0-6B5F
96B3	1-747D
96B4	1-5F26
96B6	1-6A58
96B7	0-564B
96B8	1-5E68
96B9	1-704D
96BA	2-6C27
96BB	0-7434
96BC	1-6D6B
96BF	2-6C28
96C0	0-6D4D
96C1	0-6452
96C2	2-6C29
96C3	2-6C2A
96C4	0-6A29
96C5	0-643A
96C6	0-7322
96C7	0-4D52
96C9	0-764B
96CA	2-6C2B
96CB	0-7166
96CC	0-6D41
96CD	0-683C
96CE	0-6E51
96D1	2-6C2C
96D2	2-6C2D
96D3	2-6C2E
96D4	2-6C2F
96D5	0-7067
96D6	0-624C
96D7	2-6C30
96D8	2-6C31
96D9	0-642A
96DA	1-5969
96DB	0-7561
96DC	0-6D5A
96DD	1-6850
96DE	1-5868
96DF	2-6C32
96E1	2-6C33
96E2	0-576E
96E3	0-5171
96E5	2-6C34
96E8	0-696B
96E9	0-696C
96EA	0-6064
96EB	2-6C35
96EF	0-5A27
96F0	0-5D54
96F1	2-6C36
96F2	0-6A23
96F4	2-6C37
96F5	2-6C38
96F6	0-5643
96F7	0-5674
96F8	2-6C39
96F9	0-5A5F
96FA	1-6062
96FB	0-6F33
96FD	2-6C3A
96FF	2-6C3B
9700	0-624D
9702	2-6C3C
9704	1-6477
9705	1-6374
9706	0-6F7D
9707	0-7268
9708	1-717B
9709	1-6037
970A	2-6C3D
970B	2-6C3E
970C	1-6D5D
970D	1-595C
970E	1-6375
970F	1-6332
9710	2-6C3F
9711	0-6F45
9712	2-6C40
9713	0-6767
9714	1-6D5E
9716	0-577D
9719	0-674E
971C	0-5F5C
971D	2-6C41
971E	0-7947
971F	2-6C42
9720	2-6C43
9722	2-6C44
9723	1-6947
9724	2-6C45
9725	2-6C46
9726	1-6341
9727	0-5976
9728	2-6C47
9729	2-6C48
972A	1-6A40
972B	2-6C49
972C	2-6C4A
972E	2-6C4B
972F	2-6C4C
9730	0-5F2C
9731	2-6C4D
9732	0-565A
9735	2-6C4E
9736	2-6C4F
9738	1-717C
9739	0-5C24
973A	2-6C50
973D	0-7038
973E	2-6C51
973F	2-6C52
9741	2-6C53
9742	0-557A
9743	2-6C54
9744	0-6477
9746	1-6F66
9747	2-6C55
9748	0-5644
9749	1-6666
974B	2-6C56
974C	1-617E
9751	0-746C
9756	0-6F7E
9758	2-6C57
9759	2-6C58
975A	1-6C64
975B	1-6C36
975C	0-7021
975D	1-6F41
975E	0-5E2A
9760	1-5926
9761	0-5A3C
9762	0-587C
9764	2-6C59
9766	1-6C37
9767	2-6C5A
9768	1-6761
9769	0-7A54
976A	2-6C5B
976B	2-6C5C
976C	2-6C5D
976D	0-6C65
976E	2-6C5E
9770	2-6C5F
9772	2-6C60
9773	1-5B56
9774	0-7C28
9775	1-5C59
9776	2-6C61
9777	0-6C66
9778	2-6C62
9779	2-6C63
977A	0-584B
977B	2-6C64
977C	1-5C70
977D	2-6C65
977E	2-6C66
977F	2-6C67
9780	1-5D46
9781	1-7256
9782	2-6C68
9783	2-6C69
9784	1-7241
9785	1-6653
9786	2-6C6A
9787	2-6C6B
9788	2-6C6C
9789	2-6C6D
978A	2-6C6E
978B	0-7B39
978C	2-6C6F
978D	0-6453
978E	2-6C70
978F	0-4D79
9793	2-6C71
9794	2-6C72
9795	2-6C73
9797	2-6C74
9798	1-7022
9799	2-6C75
979A	2-6C76
979C	2-6C77
979D	2-6C78
979E	2-6C79
979F	2-6C7A
97A0	0-4F53
97A1	2-6C7B
97A2	2-6C7C
97A3	1-6A23
97A4	2-6C7D
97A5	2-6C7E
97A6	1-704E
97A8	0-4A6A
97AB	0-4F54
97AC	1-5827
97AD	0-783D
97AE	2-6D21
97B1	1-5D47
97B2	2-6D22
97B3	2-6D23
97B4	1-6333
97B5	2-6D24
97B6	2-6D25
97B8	1-7261
97B9	1-595D
97BA	2-6D26
97BB	2-6D27
97BD	2-6D28
97BE	2-6D29
97BF	2-6D2A
97C1	1-5767
97C2	2-6D2B
97C3	1-5C71
97C4	2-6D2C
97C5	2-6D2D
97C6	0-7447
97C7	2-6D2E
97C8	2-6D2F
97C9	2-6D30
97CB	0-6A5F
97CC	2-6D31
97CD	1-6265
97CE	2-6D32
97CF	2-6D33
97D0	1-5756
97D3	0-795B
97D4	2-6D34
97D6	2-6D35
97D7	2-6D36
97D8	2-6D37
97D9	1-6963
97DB	2-6D38
97DC	0-5437
97DD	1-5A6C
97DE	1-6844
97E0	1-7262
97E1	1-6964
97E3	2-6D39
97E4	2-6D3A
97E5	2-6D3B
97ED	1-5A6D
97EE	1-5A6E
97EF	2-6D3C
97F0	2-6D3D
97F1	1-6456
97F2	1-6C73
97F3	0-6B65
97F5	1-6948
97F6	0-6152
97F8	2-6D3E
97F9	2-6D3F
97FA	1-676D
97FB	0-6A24
97FD	2-6D40
97FE	2-6D41
97FF	0-7A42
9800	0-7B61
9801	0-7A6D
9802	0-7022
9803	0-4C71
9804	2-6D42
9805	0-7A23
9806	0-6277
9807	2-6D43
9808	0-624E
9809	2-6D44
980A	0-6975
980C	0-616B
980D	1-5B45
980E	1-5C26
980F	1-7330
9810	0-6768
9811	0-6857
9812	0-5A78
9813	0-544B
9814	2-6D45
9816	1-613E
9817	0-7776
9818	0-5645
9819	2-6D46
981B	2-6D47
981C	2-6D48
981D	2-6D49
981E	1-6642
981F	2-6D4A
9820	2-6D4B
9821	1-7543
9823	1-6575
9824	2-6D4C
9825	2-6D4D
9826	1-733A
9827	2-6D4E
9829	2-6D4F
982A	2-6D50
982B	1-624A
982D	0-5469
982E	1-7452
982F	2-6D51
9830	0-7A7A
9832	2-6D52
9833	2-6D53
9834	2-6D54
9835	2-6D55
9837	1-664C
9838	0-4C72
9839	0-775D
983A	2-6D56
983B	0-5E3A
983C	2-6D57
983E	2-6D58
983F	1-6B26
9840	2-6D59
9841	2-6D5A
9842	1-5F32
9843	2-6D5B
9844	2-6D5C
9845	2-6D5D
9846	0-4E28
9847	1-7064
9848	1-5857
9849	2-6D5E
984A	2-6D5F
984B	1-6569
984C	0-7039
984D	0-647E
984E	0-6449
984F	2-6D60
9850	2-6D61
9851	2-6D62
9852	1-6851
9853	1-6C38
9854	0-6454
9855	2-6D63
9856	2-6D64
9857	2-6D65
9858	0-6A43
9859	1-637D
985A	0-6F34
985C	2-6D66
985D	2-6D67
985E	0-573E
985F	2-6D68
9860	2-6D69
9862	2-6D6A
9863	2-6D6B
9864	2-6D6C
9865	0-7B62
9866	1-7023
9867	0-4D53
9868	2-6D6D
9869	2-6D6E
986A	2-6D6F
986B	0-6F35
986C	2-6D70
986F	0-7A69
9870	1-6342
9871	1-5E74
9872	2-6D71
9873	1-645D
9874	1-596A
98A8	0-7926
98AA	2-6D72
98AC	2-6D73
98AD	1-6C4A
98AE	2-6D74
98AF	0-5F3D
98B1	0-7747
98B2	1-5E55
98B3	2-6D75
98B6	1-5A6F
98B7	2-6D76
98B8	2-6D77
98BA	1-6724
98BB	2-6D78
98BC	1-653C
98BD	2-6D79
98BE	2-6D7A
98BF	1-6160
98C1	2-6D7B
98C2	1-5F3D
98C3	2-6D7C
98C4	0-787D
98C5	2-6D7D
98C6	2-6D7E
98C7	0-787C
98C8	2-6E21
98C9	1-5F3E
98CB	1-6578
98CC	2-6E22
98CD	2-6E23
98DB	0-5E2B
98DC	0-5B68
98DF	0-635D
98E1	0-6162
98E2	0-5146
98E3	2-6E24
98E4	2-6E25
98E5	2-6E26
98E6	1-6C39
98E7	1-647D
98E9	2-6E27
98EA	1-6A6C
98EB	1-6729
98ED	0-7650
98EE	0-6B66
98EF	0-5A79
98F1	1-647E
98F3	2-6E28
98F4	0-6C47
98F6	2-6E29
98FA	2-6E2A
98FB	1-6F4A
98FC	0-5E78
98FD	0-7869
98FE	0-635E
9900	2-6E2B
9902	2-6E2C
9903	0-4E75
9904	2-6E2D
9905	2-6E2E
9907	2-6E2F
9908	2-6E30
9909	0-7A43
990A	0-6557
990C	0-6C48
9910	0-7349
9911	2-6E31
9912	1-5C4D
9913	0-643B
9914	1-7242
9915	1-6D6C
9916	2-6E32
9917	2-6E33
9918	0-662E
991A	1-745F
991B	2-6E34
991C	2-6E35
991D	2-6E36
991E	0-6F36
991F	2-6E37
9920	0-5C3F
9921	2-6E38
9922	2-6E39
9923	2-6E3A
9924	2-6E3B
9925	2-6E3C
9926	1-6B4F
9927	1-6965
9928	0-4E3D
9929	2-6E3D
992A	1-5C34
992B	2-6E3E
992C	1-737D
992D	2-6E3F
992E	1-6F4B
992F	2-6E40
9930	1-6C3A
9931	1-746A
9932	2-6E41
9933	1-5D2F
9934	2-6E42
9935	2-6E43
9936	2-6E44
9939	1-5D30
993A	2-6E45
993B	2-6E46
993C	1-753F
993D	1-5B34
993E	2-6E47
993F	2-6E48
9940	2-6E49
9941	2-6E4A
9942	1-6845
9945	0-5843
9946	2-6E4B
9947	2-6E4C
9948	1-653D
9949	0-504F
994A	2-6E4D
994B	0-4F7A
994C	0-734A
994D	0-6057
994E	2-6E4E
9950	1-6A4D
9951	0-5147
9952	0-692E
9953	2-6E4F
9954	0-683D
9955	1-5D48
9956	2-6E50
9957	0-7A44
9958	2-6E51
9959	2-6E52
995B	2-6E53
995C	1-675B
995E	1-6E62
995F	2-6E54
9961	2-6E55
9996	0-624F
9997	1-5B46
9998	1-5A2B
9999	0-7A45
999C	2-6E56
999D	0-7938
999E	2-6E57
99A1	2-6E58
99A3	1-664D
99A5	0-5C60
99A6	2-6E59
99A7	2-6E5A
99A8	0-7B30
99A9	2-6E5B
99AA	2-6E5C
99AB	2-6E5D
99AC	0-5829
99AD	0-655F
99AE	0-7927
99AF	2-6E5E
99B0	1-6B73
99B1	0-766E
99B2	2-6E5F
99B3	0-764C
99B4	0-6278
99B5	2-6E60
99B6	2-6E61
99B8	2-6E62
99B9	0-6C71
99BA	2-6E63
99BB	2-6E64
99BC	2-6E65
99BD	2-6E66
99BF	2-6E67
99C1	0-5A60
99C2	2-6E68
99C3	2-6E69
99C4	1-7157
99C5	2-6E6A
99C6	2-6E6B
99C8	1-5A70
99C9	1-585B
99CC	2-6E6C
99CD	2-6E6D
99CE	2-6E6E
99CF	1-5821
99D0	0-7152
99D1	0-524C
99D2	0-4F4B
99D3	2-6E6F
99D4	2-6E70
99D5	0-4A3D
99D6	2-6E71
99D7	2-6E72
99D8	1-7158
99D9	0-5D3F
99DA	2-6E73
99DB	1-6358
99DC	1-7263
99DD	0-766F
99DE	1-7135
99DF	0-5E79
99E0	2-6E74
99E1	2-6E75
99E2	1-616D
99E3	2-6E76
99E4	2-6E77
99E6	2-6E78
99E7	2-6E79
99E8	1-654B
99E9	2-6E7A
99EA	1-6576
99EC	2-6E7B
99ED	0-7A34
99EE	1-6135
99F0	2-6E7C
99F1	0-552D
99F4	2-6E7D
99F5	2-6E7E
99F6	2-6F21
99F7	2-6F22
99F8	1-7129
99F9	2-6F23
99FA	2-6F24
99FB	1-727A
99FC	2-6F25
99FD	1-7356
99FE	2-6F26
99FF	0-7167
9A00	2-6F27
9A01	0-5E3E
9A02	1-645F
9A03	1-6667
9A04	1-5E7E
9A05	1-704F
9A07	2-6F28
9A08	0-5C40
9A09	2-6F29
9A0A	2-6F2A
9A0B	1-5E33
9A0D	1-5958
9A0E	0-5148
9A0F	0-5149
9A10	2-6F2B
9A11	1-6334
9A13	2-6F2C
9A14	2-6F2D
9A15	2-6F2E
9A16	1-606C
9A18	1-7031
9A19	0-783E
9A1A	2-6F2F
9A1B	1-6335
9A1C	2-6F30
9A1D	2-6F31
9A1E	2-6F32
9A1F	2-6F33
9A20	2-6F34
9A22	2-6F35
9A23	2-6F36
9A24	2-6F37
9A25	2-6F38
9A27	2-6F39
9A29	2-6F3A
9A2A	2-6F3B
9A2B	0-4B76
9A2C	2-6F3C
9A2D	1-6D73
9A2E	2-6F3D
9A2F	2-6F3E
9A30	0-5479
9A32	2-6F3F
9A34	2-6F40
9A35	1-6954
9A36	0-7562
9A37	0-6153
9A38	1-6445
9A39	2-6F41
9A3A	2-6F42
9A3B	2-6F43
9A3D	2-6F44
9A3E	1-5D7A
9A40	0-5869
9A41	1-683A
9A42	1-6E63
9A43	0-787E
9A44	1-7032
9A45	0-4F4C
9A48	2-6F45
9A49	2-6F46
9A4A	1-7431
9A4B	2-6F47
9A4C	1-6543
9A4D	0-7D24
9A4E	1-5F71
9A4F	1-6B35
9A50	2-6F48
9A52	1-7146
9A53	2-6F49
9A54	2-6F4A
9A55	0-4E76
9A56	2-6F4B
9A57	0-7A50
9A58	1-5D7B
9A59	2-6F4C
9A5A	0-4C73
9A5B	0-663E
9A5C	2-6F4D
9A5E	2-6F4E
9A5F	0-762E
9A60	2-6F4F
9A62	0-5570
9A64	1-6725
9A65	0-514A
9A66	2-6F50
9A67	2-6F51
9A68	2-6F52
9A69	0-7C3E
9A6A	0-5571
9A6B	2-6F53
9AA8	0-4D69
9AAA	1-6966
9AAB	2-6F54
9AAC	2-6F55
9AAD	2-6F56
9AAE	2-6F57
9AAF	2-6F58
9AB0	1-7164
9AB1	2-6F59
9AB2	2-6F5A
9AB3	2-6F5B
9AB4	2-6F5C
9AB5	2-6F5D
9AB6	2-6F5E
9AB7	2-6F5F
9AB8	0-7A35
9AB9	1-5A40
9ABA	2-6F60
9ABB	2-6F61
9ABC	1-5832
9ABE	2-6F62
9ABF	1-616E
9AC0	1-6336
9AC1	2-6F63
9AC2	2-6F64
9AC3	2-6F65
9AC6	1-6136
